Comunidad autónoma;Relación con la actividad en el trimestre actual;Relación con la actividad en el trimestre anterior;Periodo;Total
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2016T1;26,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2015T4;30,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2015T3;30,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2015T2;20,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2015T1;28,1
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2014T4;22,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2014T3;26,8
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2014T2;23,1
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2014T1;20,1
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2013T4;27,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2013T3;31,7
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2013T2;29,8
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2013T1;24,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2012T4;29,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2012T3;16
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2012T2;23,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2012T1;26,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2011T4;27,7
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2011T3;27,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2011T2;27,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2011T1;24,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2010T4;22,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2010T3;20,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2010T2;26,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2010T1;19,8
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2009T4;23,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2009T3;26,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2009T2;16,8
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2009T1;15,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2008T4;13,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2008T3;12,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2008T2;7,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2008T1;12,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2007T4;14,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2007T3;10,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2007T2;11,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2007T1;13,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2006T4;13,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2006T3;13,8
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2006T2;10,7
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2006T1;12,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2005T4;12,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2005T3;10,8
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2005T2;16
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2024T2;469,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2024T1;492,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2023T4;472,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2023T3;469,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2023T2;482,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2023T1;477,4
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2022T4;464,9
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2022T3;448,8
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2022T2;465,9
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2022T1;463,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2021T4;440,9
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2021T3;431,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2021T2;450,4
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2021T1;456,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2020T4;440,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2020T3;435,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2020T2;462,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2020T1;457,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2019T4;447,4
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2019T3;455,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2019T2;460,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2019T1;453,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2018T4;439,8
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2018T3;427,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2018T2;442,4
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2018T1;447,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2017T4;434,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2017T3;428,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2017T2;436,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2017T1;439,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2016T4;437,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2016T3;429,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2016T2;442
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2016T1;444,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2015T4;434,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2015T3;427,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2015T2;434,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2015T1;429
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2014T4;416,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2014T3;414,8
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2014T2;420,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2014T1;419,4
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2013T4;406
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2013T3;394,8
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2013T2;409,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2013T1;416,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2012T4;402,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2012T3;406,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2012T2;407
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2012T1;409,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2011T4;401,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2011T3;400,5
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2011T2;405,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2011T1;399,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2010T4;394,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2010T3;402,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2010T2;406,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2010T1;405,2
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2009T4;404,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2009T3;396,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2009T2;399,4
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2009T1;404
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2008T4;395,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2008T3;395,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2008T2;407
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2008T1;399,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2007T4;410,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2007T3;403,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2007T2;411,6
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2007T1;404,8
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2006T4;406,7
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2006T3;405,3
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2006T2;406
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2006T1;409,8
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2005T4;404,1
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2005T3;406
14 Murcia, Región de;Inactivos (trimestre actual);Inactivos (trimestre anterior);2005T2;407,2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2024T2;5,9
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2024T1;3,1
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2023T4;4,4
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2023T3;3,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2023T2;4,9
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2023T1;4,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2022T4;7,4
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2022T3;6,6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2022T2;3,9
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2022T1;8,1
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2021T4;6,8
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2021T3;6,7
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2021T2;6,6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2021T1;5,1
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2020T4;10,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2020T3;6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2020T2;2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2020T1;2,6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2019T4;3,8
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2019T3;4,6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2019T2;4,6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2019T1;6,8
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2018T4;4,8
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2018T3;4,9
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2018T2;3,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2018T1;4,1
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2017T4;4,1
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2017T3;5,5
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2017T2;6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2017T1;2,9
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2016T4;6
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2016T3;3,1
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2016T2;4,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2016T1;4,2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2015T4;1,4
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2015T3;3,2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2015T2;4,2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2015T1;3,2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2014T4;3,9
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2014T3;3,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2014T2;3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2014T1;5,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2013T4;3,7
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2013T3;3,7
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2013T2;3,2
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2013T1;4,3
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2012T4;5
14 Murcia, Región de;Inactivos (trimestre actual);No consta (trimestre anterior);2012T3;3,9
